RowNumber;CustomerId;CreditScore;Geography;Gender;Age;Tenure;Balance;NumOfProducts;HasCrCard;IsActiveMember;EstimatedSalary;Exited;Geography_codes;Gender_codes
5025;15720583;745;Germany;Female;44;0;11963821;1;1;1;3426508;1;1;0
5026;15780432;728;France;Male;37;3;12268951;2;0;0;10697753;1;0;1
5029;15761168;478;France;Female;38;4;17191387;1;1;0;5182087;1;0;0
5032;15680517;769;Germany;Female;34;7;13723917;1;1;1;7137992;1;1;0
5034;15690743;536;France;Female;61;8;6519029;1;1;1;6430849;1;0;0
5058;15606386;753;Germany;Female;46;3;11151275;3;1;0;15957675;1;1;0
5068;15602282;587;Germany;Female;45;8;13498074;1;1;1;12330957;1;1;0
5083;15793307;724;Spain;Female;41;4;14288028;3;0;0;1855412;1;2;0
5086;15687372;547;Germany;Male;49;8;12153771;2;1;0;4652145;1;1;1
5088;15624641;740;Spain;Male;43;9;0;1;1;0;19929068;1;2;1
5089;15734610;543;France;Male;42;4;8983871;3;1;0;8598354;1;0;1
5093;15596303;688;France;Female;39;0;0;2;1;0;5322215;1;0;0
5094;15787255;650;Germany;Female;55;2;14089146;3;1;1;17983445;1;1;0
5100;15731555;595;Germany;Female;45;9;10600012;1;0;0;19144896;1;1;0
5104;15808526;783;Germany;Female;58;3;1275393;1;1;1;9659039;1;1;0
5106;15718465;671;Germany;Male;51;3;9689146;1;1;0;17640333;1;1;1
5115;15721460;678;France;Male;60;8;18564856;1;0;0;19215654;1;0;1
5116;15727317;533;Germany;Female;49;1;1022866;3;1;0;6940937;1;1;0
5126;15656086;542;Spain;Male;54;8;10577014;1;0;1;14092998;1;2;1
5128;15644796;821;Spain;Female;38;8;0;2;0;1;1262414;1;2;0
5135;15641604;850;France;Female;55;10;9848808;1;1;0;15587957;1;0;0
5138;15601594;698;France;Female;51;6;14423791;4;1;0;15714361;1;0;0
5140;15703728;700;Spain;Male;47;4;0;1;1;0;12179852;1;2;1
5144;15670584;646;Spain;Male;31;2;0;1;1;1;17082143;1;2;1
5168;15587174;726;France;Male;29;7;0;2;1;1;9184414;1;0;1
5178;15588449;591;Spain;Female;27;5;10781267;1;0;1;16250183;1;2;0
5183;15613102;670;France;Female;31;2;5753006;1;1;1;18189331;1;0;0
5186;15801169;764;Germany;Female;39;9;13834151;1;1;0;5007294;1;1;0
5188;15682421;683;France;Female;30;2;0;2;0;1;10049684;1;0;0
5203;15713354;597;Germany;Female;22;6;10152861;1;1;0;705290;1;1;0
5213;15621611;742;Germany;Male;55;5;15519617;1;0;1;12120766;1;1;1
5215;15709474;740;Germany;Female;57;3;11338636;2;1;1;6512163;1;1;0
5216;15701280;576;France;Male;24;3;0;1;0;1;7849804;1;0;1
5221;15753174;571;Germany;Male;37;9;13959298;3;1;0;10415265;1;1;1
5232;15749519;822;France;Male;38;6;1282897;3;1;0;914996;1;0;1
5233;15684960;559;France;Female;46;5;0;1;1;0;210061;1;0;0
5234;15591286;731;Germany;Female;49;4;8882607;1;1;1;3375941;1;1;0
5235;15668323;678;France;Female;41;1;14344361;1;1;0;19662228;1;0;0
5236;15608528;645;France;Female;68;9;0;4;1;1;17635387;1;0;0
5243;15662751;655;Germany;Female;40;0;819546;1;1;1;19879844;1;1;0
5244;15684319;780;Germany;Female;37;10;9519626;1;1;0;12631039;1;1;0
5250;15804038;740;France;Male;44;9;0;1;0;1;965280;1;0;1
5256;15745533;799;France;Female;63;1;11031421;2;1;0;374640;1;0;0
5257;15761497;713;Spain;Female;48;1;16376082;1;0;0;15738114;1;2;0
5265;15691817;547;Spain;Female;44;5;0;3;0;0;545907;1;2;0
5270;15732281;680;Germany;Male;34;6;14642222;1;1;0;6714297;1;1;1
5272;15567630;721;Germany;Male;40;6;10027588;1;1;0;13856448;1;1;1
5273;15587507;850;France;Male;47;6;0;1;1;0;18739102;1;0;1
5279;15799300;510;Germany;Male;31;0;11368863;1;1;0;3309941;1;1;1
5281;15694129;569;Germany;Female;28;3;10003252;1;1;0;515921;1;1;0
5286;15732643;386;Spain;Female;53;1;13195507;1;1;1;6251465;1;2;0
5291;15743490;795;Germany;Female;56;9;9434894;1;1;0;2923929;1;1;0
5297;15702462;619;Spain;Female;44;6;5283113;1;1;1;11264922;1;2;0
5298;15683416;572;Germany;Male;51;8;9775007;3;1;1;19301426;1;1;1
5307;15749638;605;France;Female;51;9;10476082;1;1;1;16557454;1;0;0
5308;15728706;534;France;Female;49;7;0;1;1;0;1356648;1;0;0
5311;15624744;622;Germany;Male;42;9;11576626;1;0;0;7215585;1;1;1
5315;15788068;743;Germany;Male;45;10;14467719;3;1;0;2251244;1;1;1
5326;15599126;529;France;Female;43;0;12381586;1;1;1;7846399;1;0;0
5327;15650575;720;Spain;Female;59;6;0;2;1;1;16084943;1;2;0
5332;15700627;637;Germany;Female;46;2;14350082;1;1;0;16699646;1;1;0
5337;15700460;530;France;Female;55;4;12090503;1;0;1;12347588;1;0;0
5338;15724076;815;Spain;Female;57;5;0;3;0;0;3894144;1;2;0
5339;15784000;715;Germany;Female;34;9;10227752;1;0;0;17785257;1;1;0
5340;15733966;496;Germany;Female;55;4;12529253;1;1;1;3153296;1;1;0
5348;15662426;649;Spain;Male;32;1;0;1;0;1;9116719;1;2;1
5349;15720511;547;Germany;Male;41;3;15119131;1;1;0;17529589;1;1;1
5351;15647965;477;France;Female;57;9;11402364;2;1;1;7116717;1;0;0
5354;15782181;592;Spain;Male;35;6;8028516;1;1;0;7267875;1;2;1
5357;15655436;839;Germany;Male;47;2;13691107;1;1;1;16818462;1;1;1
5360;15801832;684;Germany;Male;42;1;1176910;1;1;1;2313565;1;1;1
5364;15663410;771;Spain;Male;51;5;13550658;3;1;1;15247964;1;2;1
5369;15745326;538;France;Female;62;3;7505149;1;0;0;1768202;1;0;0
5370;15674541;575;Spain;Male;52;8;12392523;1;0;0;11134266;1;2;1
5371;15728564;682;France;Male;41;6;0;2;0;1;13415809;1;0;1
5372;15580701;712;France;Male;33;3;15381958;1;1;0;7917609;1;0;1
5386;15681410;813;Germany;Female;36;6;9808809;1;0;1;2668722;1;1;0
5387;15668283;642;France;Male;48;9;11831727;4;0;0;7870298;1;0;1
5389;15669664;574;Germany;Male;54;1;997745;1;0;0;489611;1;1;1
5391;15573851;735;France;Female;38;1;0;3;0;0;9222012;1;0;0
5393;15710012;738;Spain;Male;44;2;0;2;1;0;4301882;1;2;1
5399;15648933;831;Germany;Male;44;3;11110098;1;1;1;2814407;1;1;1
5413;15707322;779;France;Female;48;2;11529027;1;0;0;9891269;1;0;0
5420;15594456;740;Spain;Female;56;4;9909733;1;1;1;8501664;1;2;0
5425;15566253;580;Germany;Male;44;9;14339107;1;0;0;14689107;1;1;1
5441;15807269;690;Germany;Male;43;2;16652278;1;0;0;11964459;1;1;1
5443;15660417;613;Germany;Female;43;10;12048169;1;0;0;9487503;1;1;0
5449;15718912;608;Germany;Female;44;5;12614784;1;0;1;13242469;1;1;0
5453;15798256;558;France;Female;45;1;15369753;2;0;0;898914;1;0;0
5456;15726855;805;Germany;Female;45;9;11658597;1;1;0;18942875;1;1;0
5472;15623202;704;Germany;Female;39;10;10255618;2;1;0;17197125;1;1;0
5477;15723864;828;Spain;Male;47;1;10987682;2;1;0;8361145;1;2;1
5482;15606397;577;Germany;Female;44;1;15208615;1;0;1;447195;1;1;0
5485;15595842;748;Germany;Male;45;2;11985201;1;0;0;7385394;1;1;1
5492;15639278;580;Germany;Female;36;6;14538732;2;1;1;1699632;1;1;0
5495;15642821;383;Spain;Female;48;8;9580819;1;0;0;13770201;1;2;0
5508;15575759;583;Spain;Female;40;3;5442837;1;1;0;10963878;1;2;0
5511;15636330;588;Germany;Female;48;1;14327958;2;1;0;315808;1;1;0
5515;15773283;641;France;Male;65;6;3834002;1;1;0;3260777;1;0;1
5520;15785559;678;France;Male;43;1;13323721;1;1;0;11103279;1;0;1
5536;15694444;648;Germany;Female;32;8;15713899;3;1;0;19099448;1;1;0
5541;15605742;737;France;Male;43;0;8009093;1;1;0;399200;1;0;1
5543;15664897;682;France;Female;35;2;18116644;1;1;1;6373719;1;0;0
5548;15713845;688;France;Male;38;7;14804568;1;1;0;17547992;1;0;1
5559;15645355;677;Germany;Male;34;3;12672941;1;1;1;2610639;1;1;1
5560;15729557;850;Germany;Male;36;5;11998407;1;1;0;19153511;1;1;1
5562;15583073;771;Spain;Female;56;2;0;1;1;1;252226;1;2;0
5571;15645847;569;Germany;Male;35;2;10919666;3;1;0;10939319;1;1;1
5572;15708867;684;Spain;Female;38;3;1341685;3;1;0;39665;1;2;0
5577;15635964;566;Germany;Male;65;4;12010041;1;1;0;10756316;1;1;1
5590;15588372;715;Germany;Female;37;9;10548931;1;0;0;14309649;1;1;0
5594;15597968;617;Spain;Male;50;7;0;1;1;0;1848397;1;2;1
5597;15796957;597;Spain;Male;35;9;0;3;0;1;7318139;1;2;1
5600;15635870;579;Germany;Female;50;5;11772102;1;0;1;19214663;1;1;0
5607;15741988;492;Germany;Female;52;8;12539624;1;1;0;1001472;1;1;0
5618;15797329;626;France;Male;43;4;13763869;1;1;0;13044208;1;0;1
5633;15591091;644;France;Male;44;5;7334856;1;1;0;15716679;1;0;1
5641;15800514;477;Germany;Female;24;2;9567562;2;0;0;1626997;1;1;0
5644;15782096;616;Spain;Female;36;6;0;1;1;1;1291632;1;2;0
5646;15785373;717;Spain;Female;42;5;19030578;1;1;0;993478;1;2;0
5647;15756272;526;Germany;Female;35;9;1185364;1;1;0;4098087;1;1;0
5656;15573171;695;Spain;Male;63;1;14620293;1;1;1;12668883;1;2;1
5659;15814430;747;Spain;Male;41;9;0;1;1;0;3243094;1;2;1
5660;15638607;546;France;Female;52;2;0;1;1;0;13733237;1;0;0
5665;15661723;667;Spain;Male;71;4;13726078;1;0;1;9443308;1;2;1
5667;15649616;636;Spain;Male;60;7;12444773;1;1;1;14136462;1;2;1
5669;15720919;667;France;Male;42;7;0;1;0;1;10834894;1;0;1
5681;15803947;757;Germany;Female;30;6;16137802;1;0;0;7192628;1;1;0
5684;15651664;615;France;Female;61;1;1042677;1;1;0;6284564;1;0;0
5686;15811565;705;Spain;Female;47;3;634887;1;0;1;2864092;1;2;0
5687;15713774;644;Spain;Female;46;6;1245919;1;0;0;15678734;1;2;0
5701;15812888;447;France;Male;41;3;0;4;1;1;19749039;1;0;1
5702;15724154;625;Germany;Female;49;4;12850476;1;1;0;12681263;1;1;0
5705;15661626;732;Germany;Female;45;6;987924;1;1;0;814917;1;1;0
5713;15572038;660;Germany;Male;35;9;11394858;1;1;0;18889196;1;1;1
5722;15643671;696;Germany;Male;49;5;9703622;2;1;0;15245084;1;1;1
5728;15704168;535;Germany;Male;38;8;12747524;1;0;0;6077576;1;1;1
5732;15800746;674;France;Male;45;7;14488918;1;1;1;1025919;1;0;1
5734;15742798;829;France;Female;22;7;15012644;1;1;0;15210793;1;0;0
5743;15632665;832;France;Male;61;2;0;1;0;1;12780466;1;0;1
5751;15583392;747;Germany;Male;37;9;13577636;3;1;0;8547045;1;1;1
5759;15610972;681;Germany;Female;44;4;9111576;2;0;0;2420884;1;1;0
5777;15793478;593;Germany;Female;39;8;15139168;1;1;0;272746;1;1;0
5780;15723950;684;Spain;Male;40;2;7029102;1;1;1;11546884;1;2;1
5789;15694566;602;France;Female;42;10;0;2;0;0;16992111;1;0;0
5790;15726103;689;Germany;Female;55;1;7629681;1;1;0;4236475;1;1;0
5792;15730044;809;Germany;Female;42;6;6449794;3;0;1;18243681;1;1;0
5800;15649853;625;France;Female;45;3;0;1;1;1;18447415;1;0;0
5802;15659800;584;Spain;Female;50;1;0;1;0;1;15256775;1;2;0
5805;15663933;625;Germany;Female;35;5;8614746;2;1;0;1634408;1;1;0
5809;15694556;684;France;Male;60;2;11656358;1;1;0;1202577;1;0;1
5822;15643188;671;Germany;Female;47;7;11460376;2;1;0;15319432;1;1;0
5824;15573628;751;Germany;Female;51;7;14807479;1;1;0;14641141;1;1;0
5825;15698953;636;Spain;Male;36;1;0;3;1;1;740481;1;2;1
5826;15753888;607;Spain;Female;62;8;10800464;1;1;1;2338677;1;2;0
5832;15771270;635;France;Female;27;8;12747156;1;1;1;15291605;1;0;0
5834;15624519;656;Germany;Female;49;9;9709287;1;1;0;7477122;1;1;0
5835;15799910;793;France;Male;32;2;0;2;1;0;19381763;1;0;1
5839;15570379;669;Spain;Male;51;3;8882753;1;0;0;8525077;1;2;1
5842;15737267;676;France;Female;49;1;0;1;1;0;7934231;1;0;0
5848;15569666;517;France;Female;45;4;0;1;0;0;17267436;1;0;0
5854;15765300;596;Germany;Male;40;5;6238903;3;1;0;14862343;1;1;1
5856;15608541;498;France;Male;46;1;9185766;1;1;0;10195478;1;0;1
5858;15813659;594;France;Female;56;7;0;1;1;0;2621585;1;0;0
5859;15757867;570;France;Female;30;10;17617352;1;1;0;9704532;1;0;0
5867;15600392;735;France;Female;53;8;12384536;2;0;1;17045493;1;0;0
5872;15709920;479;France;Female;33;2;20816553;1;0;0;5077481;1;0;0
5874;15643158;598;France;Female;40;9;0;1;1;0;6846259;1;0;0
5883;15772650;732;France;Male;55;9;13657602;1;0;1;326817;1;0;1
5888;15691287;675;Germany;Female;33;0;14181625;1;1;0;6481505;1;1;0
5889;15804797;443;France;Female;54;3;13854797;1;1;1;7019623;1;0;0
5904;15677317;570;France;Female;29;4;15304003;1;1;1;13136357;1;0;0
5905;15664270;692;Germany;Male;45;6;14208404;4;1;0;18830585;1;1;1
5909;15641934;749;Spain;Female;46;9;6658281;1;1;0;7875312;1;2;0
5916;15725665;679;France;Male;47;10;1985461;2;1;0;19119892;1;0;1
5923;15786196;555;France;Female;44;3;1057707;3;1;0;6053396;1;0;0
5924;15612095;751;France;Female;48;9;0;1;1;0;13750842;1;0;0
5927;15757559;595;France;Female;53;7;0;2;1;0;4137168;1;0;0
5928;15591036;577;Germany;Female;43;3;12794047;1;0;0;12514072;1;1;0
5932;15566988;656;Germany;Female;46;7;14153552;1;1;0;5059515;1;1;0
5934;15594340;569;France;Male;41;4;12024349;1;1;0;16315003;1;0;1
5937;15773723;588;Spain;Female;22;9;6717819;1;1;1;16353475;1;2;0
5941;15791958;849;France;Female;41;6;0;2;1;1;16920351;1;0;0
5943;15695339;517;Germany;Male;53;0;10917288;1;1;0;546761;1;1;1
5950;15714575;742;Germany;Female;44;8;10792602;1;0;1;1737527;1;1;0
5951;15806808;834;Germany;Female;57;8;1122816;3;1;0;14022514;1;1;0
5953;15657535;590;Spain;Male;29;10;0;1;1;1;5190772;1;2;1
5956;15649024;748;France;Female;39;9;13286556;1;1;1;5963643;1;0;0
5961;15728917;598;France;Male;48;6;12068253;1;1;0;3063552;1;0;1
5963;15571193;579;Germany;Male;42;0;14438632;1;1;1;224971;1;1;1
5973;15623499;548;Germany;Male;49;9;10843789;1;0;0;12702287;1;1;1
5977;15807163;537;France;Female;38;10;0;1;0;0;5233797;1;0;0
5987;15679738;527;Spain;Female;35;8;0;1;1;0;9803153;1;2;0
5990;15601811;668;France;Female;53;10;11024004;1;0;0;18398056;1;0;0
6001;15658577;629;France;Female;37;10;9954625;3;0;1;2513695;1;0;0
6002;15606887;775;France;Female;30;5;0;1;1;0;1938806;1;0;0
6012;15783007;520;Germany;Female;45;1;12308639;1;1;1;410424;1;1;0
6015;15747323;535;Spain;Male;48;9;10947247;1;1;0;15735843;1;2;1
6023;15805690;694;Spain;Female;35;7;0;1;1;0;13357043;1;2;0
6024;15612139;786;France;Female;33;0;8303605;1;0;1;15499058;1;0;0
6029;15673439;646;Spain;Female;50;5;14264464;2;1;1;1422085;1;2;0
6030;15669011;659;France;Female;44;9;2350331;1;0;1;16986201;1;0;0
6055;15773013;633;France;Female;47;0;0;1;1;1;634284;1;0;0
6059;15684868;668;Germany;Male;56;9;11099379;1;1;0;13439664;1;1;1
6061;15669253;754;Spain;Male;39;7;15769198;2;1;0;13360089;1;2;1
6062;15758023;544;Germany;Male;47;5;10524521;1;0;0;9992208;1;1;1
6066;15674720;691;Germany;Female;37;7;12306763;1;1;1;9816244;1;1;0
6081;15725945;659;Spain;Female;42;2;0;1;0;0;16273431;1;2;0
6082;15813159;526;France;Male;52;8;9359047;1;0;1;2122871;1;0;1
6084;15603880;519;Germany;Male;38;1;11414164;1;1;1;6098821;1;1;1
6086;15596992;482;Germany;Male;45;7;15635346;1;1;0;7264395;1;1;1
6088;15730759;561;France;Female;27;9;1356370;1;1;0;1530804;1;0;0
6098;15615050;575;Germany;Male;47;9;10791594;2;1;1;6345218;1;1;1
6100;15743498;532;Germany;Male;52;9;13775576;1;1;0;16319199;1;1;1
6102;15588695;833;Spain;Male;32;6;0;1;1;1;4432322;1;2;1
6105;15750731;736;Germany;Male;50;9;11630901;1;1;0;1853604;1;1;1
6110;15710105;581;Germany;Female;26;3;10509945;1;1;1;1845200;1;1;0
6115;15662488;627;France;Female;44;5;0;2;1;0;8296961;1;0;0
6123;15577313;619;France;Male;44;3;11696768;1;1;0;507517;1;0;1
6132;15749401;686;France;Male;60;9;0;3;1;1;7524621;1;0;1
6138;15720371;652;France;Female;51;3;0;1;1;0;17398947;1;0;0
6139;15717984;477;France;Male;47;9;14490058;1;1;0;6131537;1;0;1
6151;15625761;632;Germany;Male;41;8;12720532;4;1;0;9387487;1;1;1
6160;15627995;756;Germany;Female;26;5;15514352;1;0;1;13503457;1;1;0
6166;15801942;619;Spain;Female;41;8;0;3;1;1;7986673;1;2;0
6173;15656822;568;Germany;Male;43;5;8761264;4;1;1;1071554;1;1;1
6178;15813974;731;Germany;Male;37;3;11688053;1;0;0;17271835;1;1;1
6185;15664339;775;Spain;Male;48;4;17814491;2;0;0;5016841;1;2;1
6187;15703037;618;France;Male;37;5;0;1;0;1;17870545;1;0;1
6189;15609558;835;Germany;Female;47;5;10828928;2;1;1;4585955;1;1;0
6198;15645200;581;Germany;Female;54;2;15250899;1;1;0;18759798;1;1;0
6206;15616221;497;France;Female;29;4;8564681;1;0;0;6323302;1;0;0
6210;15714062;690;France;Female;40;9;7764199;1;0;0;18905159;1;0;0
6222;15603554;513;France;Female;45;0;16464952;3;1;0;4991552;1;0;0
6227;15792305;762;Germany;Male;46;6;12357177;3;0;1;5701417;1;1;1
6232;15729238;631;Germany;Male;48;1;10639648;1;1;1;15066142;1;1;1
6233;15718242;725;Germany;Female;47;1;10488743;1;0;0;8662256;1;1;0
6247;15771442;633;France;Male;40;4;1505780;1;0;1;3467062;1;0;1
6254;15675337;395;Germany;Female;34;5;10601159;1;1;1;1737657;1;1;0
6256;15589017;547;Germany;Male;55;4;11136276;3;1;0;1692228;1;1;1
6257;15611186;609;France;Male;37;1;3934483;1;1;1;17829189;1;0;1
6263;15650026;513;France;Male;44;1;6356202;2;0;1;5262973;1;0;1
6268;15689328;705;Germany;Male;48;9;11416916;1;0;0;1732732;1;1;1
6272;15620756;747;France;Male;49;6;20290464;1;1;1;1729872;1;0;1
6273;15611331;511;France;Female;46;1;0;1;1;1;11577948;1;0;0
6274;15576935;743;Spain;Male;43;2;16180718;2;0;1;9322886;1;2;1
6275;15661275;532;Germany;Male;52;3;11079197;1;1;0;14870477;1;1;1
6277;15768471;554;Germany;Female;54;6;1087550;1;1;0;4091432;1;1;0
6280;15608338;757;Spain;Female;55;9;11729412;4;1;0;9418747;1;2;0
6285;15623219;596;France;Male;33;8;0;1;1;0;1211893;1;0;1
6290;15773276;633;Spain;Male;63;4;1145526;1;1;0;7385628;1;2;1
6296;15621550;535;Spain;Female;50;1;14029258;3;0;0;6953122;1;2;0
6299;15755241;714;France;Female;52;2;0;1;0;1;14404508;1;0;0
6304;15591169;788;Germany;Female;49;4;13745599;1;1;0;18417829;1;1;0
6309;15766427;565;Germany;Male;52;5;9772035;2;1;0;17507094;1;1;1
6315;15790810;844;France;Female;41;10;7631964;1;1;1;14117518;1;0;0
6316;15687421;559;Spain;Male;67;9;12591935;1;1;0;17591095;1;2;1
6319;15686835;738;Germany;Female;57;9;14838464;1;0;0;15504711;1;1;0
6325;15746012;729;Spain;Female;28;0;0;2;1;1;3116506;1;2;0
6326;15615797;743;Germany;Male;59;5;10858535;1;1;1;19212722;1;1;1
6344;15793455;627;Spain;Female;55;6;0;1;0;0;9194394;1;2;0
6347;15814468;551;Germany;Male;50;1;12139998;1;0;1;8450844;1;1;1
6355;15566312;660;Spain;Female;42;5;0;3;1;1;18901624;1;2;0
6360;15739972;650;Germany;Female;45;9;15236721;3;1;0;15083521;1;1;0
6366;15576196;743;Spain;Female;48;5;11820769;2;0;0;18648914;1;2;0
6369;15693764;663;Spain;Male;52;0;13629865;1;1;0;1445933;1;2;1
6376;15708534;524;Spain;Female;64;5;0;1;1;0;13607964;1;2;0
6377;15640686;700;France;Male;46;5;9587286;1;1;0;9827301;1;0;1
6378;15588904;692;France;Male;33;9;0;1;1;0;11350593;1;0;1
6379;15768763;562;France;Male;37;2;0;1;0;1;5252515;1;0;1
6381;15642162;603;Germany;Male;35;1;12340769;1;1;0;15254189;1;1;1
6387;15584090;621;Spain;Female;40;7;0;2;0;1;1312836;1;2;0
6389;15582033;753;Germany;Male;44;3;13807647;1;1;0;1552309;1;1;1
6400;15738501;601;Germany;Male;48;9;16363076;1;0;1;4181649;1;1;1
6404;15736126;850;Germany;Male;55;0;9871089;1;1;1;8361717;1;1;1
6405;15745399;649;Spain;Female;49;2;0;1;1;0;8486385;1;2;0
6408;15657829;806;Germany;Male;30;8;16807883;1;1;0;8502836;1;1;1
6413;15598982;602;Germany;Female;53;5;9826884;1;0;1;4503829;1;1;0
6425;15782608;743;France;Male;43;5;0;2;0;0;11307919;1;0;1
6429;15577423;627;Germany;Female;39;5;12458693;1;1;0;9313261;1;1;0
6440;15583371;632;Spain;Male;37;1;13820708;1;1;0;6077811;1;2;1
6441;15772559;790;France;Female;47;10;14863621;1;0;1;1611996;1;0;0
6450;15625706;693;Germany;Male;45;2;11654659;2;0;0;2314028;1;1;1
6465;15591512;564;Germany;Female;33;2;11576151;1;0;1;11235021;1;1;0
6467;15763683;678;Germany;Male;32;4;13962601;1;1;1;11823552;1;1;1
6468;15641782;540;France;Female;31;7;0;1;0;1;1830516;1;0;0
6473;15588419;651;Germany;Female;34;10;14896246;1;1;0;6638943;1;1;0
6476;15566030;497;Germany;Male;41;5;8054281;1;0;0;8872922;1;1;1
6480;15704160;648;Spain;Male;49;5;0;1;1;0;14994643;1;2;1
6496;15640852;617;Germany;Female;39;5;8334889;3;1;0;795362;1;1;0
6497;15789313;595;Germany;Female;44;4;9655352;2;1;0;14395224;1;1;0
6498;15793688;669;France;Male;50;9;20100964;1;1;0;1580325;1;0;1
6506;15761053;596;Germany;Male;48;2;13132647;1;0;0;114002;1;1;1
6507;15702095;585;Spain;Female;56;1;1284728;1;1;0;18647691;1;2;0
6509;15700801;850;Germany;Male;42;6;8444568;3;0;1;6002134;1;1;1
6511;15643916;619;Spain;Male;46;8;6240048;1;1;1;13249839;1;2;1
6512;15720636;628;France;Female;50;4;14305456;1;0;1;10960881;1;0;0
6519;15795275;521;Spain;Female;49;4;8294025;2;0;0;6241301;1;2;0
6520;15571869;669;Germany;Female;50;4;11265089;1;0;0;16638622;1;1;0
6525;15743293;651;Germany;Female;35;1;16370078;3;1;1;2958348;1;1;0
6539;15604093;546;France;Male;34;4;16536331;2;1;1;2574413;1;0;1
6540;15749328;697;France;Female;45;1;0;2;1;0;4680762;1;0;0
6551;15617331;637;Germany;Female;39;3;10969841;1;1;1;8839129;1;1;0
6554;15607526;638;Germany;Male;50;1;10264548;1;1;0;16835998;1;1;1
6557;15612207;840;Germany;Female;51;1;8777983;1;0;1;3668711;1;1;0
6562;15650538;445;Germany;Female;48;7;16828658;1;1;0;1664577;1;1;0
6563;15797475;720;France;Male;44;3;8610227;1;1;0;18013488;1;0;1
6565;15737104;652;Germany;Female;47;0;12659789;2;1;1;3879879;1;1;0
6568;15593425;662;Spain;Female;54;1;18799715;1;0;0;11144271;1;2;0
6570;15604706;581;Germany;Male;38;1;13310547;1;1;0;1057329;1;1;1
6572;15747534;595;France;Male;46;10;0;1;1;0;7348915;1;0;1
6576;15651883;794;Germany;Female;55;6;1157967;1;1;0;16052636;1;1;0
6582;15598744;576;Germany;Female;71;6;14027347;1;1;1;19313525;1;1;0
6595;15808544;747;France;Female;40;3;0;1;0;0;5781784;1;0;0
6597;15654531;477;France;Male;22;5;8255942;2;0;0;1631129;1;0;1
6600;15739578;850;France;Male;49;6;1286639;1;1;0;657693;1;0;1
6601;15697360;505;France;Female;36;2;799519;1;0;1;17412316;1;0;0
6602;15655213;591;Germany;Female;51;8;1325083;1;1;1;16130468;1;1;0
6622;15710365;646;France;Male;50;0;10412924;2;1;0;18179486;1;0;1
6628;15746199;558;France;Female;41;6;0;1;1;1;14358529;1;0;0
6634;15729110;729;Spain;Female;42;7;0;2;1;0;582682;1;2;0
6659;15777873;628;France;Female;31;5;0;1;0;0;14796307;1;0;0
6670;15797900;517;France;Male;56;9;14214732;1;0;0;3948804;1;0;1
6685;15746333;562;France;Female;57;3;0;3;1;0;655497;1;0;0
6703;15792668;661;Germany;Male;37;7;10990806;2;1;0;11503767;1;1;1
6704;15583863;681;Germany;Male;49;8;14294618;1;0;0;18728051;1;1;1
6705;15681878;436;Germany;Male;45;3;10433911;2;1;1;18354022;1;1;1
6708;15735909;607;Germany;Female;39;8;10510333;1;1;0;1047215;1;1;0
6710;15587647;850;Germany;Female;66;0;12712062;1;0;1;11892964;1;1;0
6714;15666711;586;France;Female;46;0;0;3;0;1;13155382;1;0;0
6718;15586674;663;Spain;Female;58;5;21610988;1;0;1;7417671;1;2;0
6725;15756625;752;France;Female;41;8;0;2;1;0;13984404;1;0;0
6727;15633213;628;Spain;Male;50;8;0;1;0;0;14436683;1;2;1
6728;15610416;745;France;Female;36;9;0;1;1;0;1960518;1;0;0
6730;15619608;454;Germany;Female;50;10;9289556;1;1;0;1543440;1;1;0
6735;15723318;619;France;Female;55;0;0;3;0;0;6081064;1;0;0
6736;15717328;842;France;Female;37;4;13244608;2;1;0;8707118;1;0;0
6737;15771299;707;France;Female;57;1;920530;1;1;1;16406444;1;0;0
6744;15616213;555;Germany;Female;51;9;1382145;1;1;0;19871527;1;1;0
6751;15690546;618;France;Female;42;2;0;4;0;0;11109739;1;0;0
6752;15735636;604;France;Female;53;2;12138978;1;1;1;4820164;1;0;0
6757;15659567;473;France;Female;39;9;11710326;2;1;1;8593752;1;0;0
6767;15593510;638;Germany;Female;33;5;12933565;1;1;1;565852;1;1;0
6775;15569432;656;France;Female;48;9;0;2;1;1;8524061;1;0;0
6776;15751455;469;France;Female;48;5;0;1;1;0;16052971;1;0;0
6780;15587066;535;France;Male;38;2;11927229;1;0;0;19589659;1;0;1
6783;15657809;585;France;Male;55;10;10641557;3;1;1;12296098;1;0;1
6794;15611669;623;Germany;Male;50;7;12660837;1;0;1;64561;1;1;1
6800;15692575;760;France;Male;38;6;16288873;1;1;0;9109876;1;0;1
6802;15776947;637;Spain;Male;43;8;0;1;1;0;1215693;1;2;1
6804;15594515;568;France;Female;44;7;0;2;0;0;6237067;1;0;0
6813;15605059;576;Germany;Male;63;3;14884356;1;1;0;6941413;1;1;1
6817;15662243;559;France;Male;50;5;16270235;1;0;0;1505485;1;0;1
6818;15593128;608;France;Female;56;10;1292552;2;1;0;14249204;1;0;0
6822;15704209;802;France;Female;39;7;12014596;2;0;1;5949701;1;0;0
6824;15708265;581;Spain;Female;24;10;15920371;1;1;1;10251783;1;2;0
6828;15760216;718;France;Female;49;10;0;1;1;0;18447472;1;0;0
6832;15696989;469;Germany;Female;52;8;13949325;3;0;0;15009332;1;1;0
6853;15738715;600;France;Female;37;4;0;3;1;0;731225;1;0;0
